period_date,year,period,period_abbr,value,industry_text,dataelement_code,dataelement_text,ratelevel_code
8/1/2021,2021,M08,AUG,5.6,"Arts, entertainment, and recreation",TS,Total separations,R
8/1/2019,2019,M08,AUG,975,Accommodation and food services,HI,Hires,L
8/1/2020,2020,M08,AUG,908,Accommodation and food services,HI,Hires,L
8/1/2021,2021,M08,AUG,1080,Accommodation and food services,HI,Hires,L
8/1/2019,2019,M08,AUG,6.9,Accommodation and food services,HI,Hires,R
8/1/2020,2020,M08,AUG,8,Accommodation and food services,HI,Hires,R
8/1/2021,2021,M08,AUG,8.2,Accommodation and food services,HI,Hires,R
8/1/2019,2019,M08,AUG,829,Accommodation and food services,JO,Job openings,L
8/1/2020,2020,M08,AUG,741,Accommodation and food services,JO,Job openings,L
8/1/2021,2021,M08,AUG,1459,Accommodation and food services,JO,Job openings,L
8/1/2019,2019,M08,AUG,5.5,Accommodation and food services,JO,Job openings,R
8/1/2020,2020,M08,AUG,6.1,Accommodation and food services,JO,Job openings,R
8/1/2021,2021,M08,AUG,10,Accommodation and food services,JO,Job openings,R
8/1/2019,2019,M08,AUG,185,Accommodation and food services,LD,Layoffs and discharges,L
8/1/2020,2020,M08,AUG,155,Accommodation and food services,LD,Layoffs and discharges,L
8/1/2021,2021,M08,AUG,161,Accommodation and food services,LD,Layoffs and discharges,L
8/1/2019,2019,M08,AUG,1.3,Accommodation and food services,LD,Layoffs and discharges,R
8/1/2020,2020,M08,AUG,1.4,Accommodation and food services,LD,Layoffs and discharges,R
8/1/2021,2021,M08,AUG,1.2,Accommodation and food services,LD,Layoffs and discharges,R
8/1/2019,2019,M08,AUG,16,Accommodation and food services,OS,Other separations,L
8/1/2020,2020,M08,AUG,26,Accommodation and food services,OS,Other separations,L
8/1/2021,2021,M08,AUG,32,Accommodation and food services,OS,Other separations,L
8/1/2019,2019,M08,AUG,0.1,Accommodation and food services,OS,Other separations,R
8/1/2020,2020,M08,AUG,0.2,Accommodation and food services,OS,Other separations,R
8/1/2021,2021,M08,AUG,0.2,Accommodation and food services,OS,Other separations,R
8/1/2019,2019,M08,AUG,721,Accommodation and food services,QU,Quits,L
8/1/2020,2020,M08,AUG,491,Accommodation and food services,QU,Quits,L
8/1/2021,2021,M08,AUG,867,Accommodation and food services,QU,Quits,L
8/1/2019,2019,M08,AUG,5.1,Accommodation and food services,QU,Quits,R
8/1/2020,2020,M08,AUG,4.3,Accommodation and food services,QU,Quits,R
8/1/2021,2021,M08,AUG,6.6,Accommodation and food services,QU,Quits,R
8/1/2019,2019,M08,AUG,922,Accommodation and food services,TS,Total separations,L
8/1/2020,2020,M08,AUG,672,Accommodation and food services,TS,Total separations,L
8/1/2021,2021,M08,AUG,1060,Accommodation and food services,TS,Total separations,L
8/1/2019,2019,M08,AUG,6.5,Accommodation and food services,TS,Total separations,R
8/1/2020,2020,M08,AUG,5.9,Accommodation and food services,TS,Total separations,R
8/1/2021,2021,M08,AUG,8.1,Accommodation and food services,TS,Total separations,R
8/1/2019,2019,M08,AUG,225,Other services,HI,Hires,L
8/1/2020,2020,M08,AUG,243,Other services,HI,Hires,L
8/1/2021,2021,M08,AUG,245,Other services,HI,Hires,L
8/1/2019,2019,M08,AUG,3.8,Other services,HI,Hires,R
8/1/2020,2020,M08,AUG,4.5,Other services,HI,Hires,R
8/1/2021,2021,M08,AUG,4.3,Other services,HI,Hires,R
8/1/2019,2019,M08,AUG,260,Other services,JO,Job openings,L
8/1/2020,2020,M08,AUG,266,Other services,JO,Job openings,L
8/1/2021,2021,M08,AUG,487,Other services,JO,Job openings,L
8/1/2019,2019,M08,AUG,4.2,Other services,JO,Job openings,R
8/1/2020,2020,M08,AUG,4.7,Other services,JO,Job openings,R
8/1/2021,2021,M08,AUG,7.8,Other services,JO,Job openings,R
8/1/2019,2019,M08,AUG,92,Other services,LD,Layoffs and discharges,L
8/1/2020,2020,M08,AUG,15,Other services,LD,Layoffs and discharges,L
8/1/2021,2021,M08,AUG,42,Other services,LD,Layoffs and discharges,L
8/1/2019,2019,M08,AUG,1.6,Other services,LD,Layoffs and discharges,R
8/1/2020,2020,M08,AUG,0.3,Other services,LD,Layoffs and discharges,R
8/1/2021,2021,M08,AUG,0.7,Other services,LD,Layoffs and discharges,R
8/1/2019,2019,M08,AUG,10,Other services,OS,Other separations,L
8/1/2020,2020,M08,AUG,10,Other services,OS,Other separations,L
8/1/2021,2021,M08,AUG,8,Other services,OS,Other separations,L
8/1/2019,2019,M08,AUG,0.2,Other services,OS,Other separations,R
8/1/2020,2020,M08,AUG,0.2,Other services,OS,Other separations,R
8/1/2021,2021,M08,AUG,0.1,Other services,OS,Other separations,R
8/1/2019,2019,M08,AUG,110,Other services,QU,Quits,L
8/1/2020,2020,M08,AUG,61,Other services,QU,Quits,L
8/1/2021,2021,M08,AUG,132,Other services,QU,Quits,L
8/1/2019,2019,M08,AUG,1.9,Other services,QU,Quits,R
8/1/2020,2020,M08,AUG,1.1,Other services,QU,Quits,R
8/1/2021,2021,M08,AUG,2.3,Other services,QU,Quits,R
8/1/2019,2019,M08,AUG,212,Other services,TS,Total separations,L
8/1/2020,2020,M08,AUG,86,Other services,TS,Total separations,L
8/1/2021,2021,M08,AUG,181,Other services,TS,Total separations,L
8/1/2019,2019,M08,AUG,3.6,Other services,TS,Total separations,R
8/1/2020,2020,M08,AUG,1.6,Other services,TS,Total separations,R
8/1/2021,2021,M08,AUG,3.2,Other services,TS,Total separations,R
8/1/2019,2019,M08,AUG,436,Government,HI,Hires,L
8/1/2020,2020,M08,AUG,584,Government,HI,Hires,L
8/1/2021,2021,M08,AUG,357,Government,HI,Hires,L
8/1/2019,2019,M08,AUG,1.9,Government,HI,Hires,R
8/1/2020,2020,M08,AUG,2.6,Government,HI,Hires,R
8/1/2021,2021,M08,AUG,1.6,Government,HI,Hires,R
8/1/2019,2019,M08,AUG,738,Government,JO,Job openings,L
8/1/2020,2020,M08,AUG,700,Government,JO,Job openings,L
8/1/2021,2021,M08,AUG,853,Government,JO,Job openings,L
8/1/2019,2019,M08,AUG,3.2,Government,JO,Job openings,R
8/1/2020,2020,M08,AUG,3.1,Government,JO,Job openings,R
8/1/2021,2021,M08,AUG,3.7,Government,JO,Job openings,R
8/1/2019,2019,M08,AUG,126,Government,LD,Layoffs and discharges,L
8/1/2020,2020,M08,AUG,87,Government,LD,Layoffs and discharges,L
8/1/2021,2021,M08,AUG,54,Government,LD,Layoffs and discharges,L
8/1/2019,2019,M08,AUG,0.6,Government,LD,Layoffs and discharges,R
8/1/2020,2020,M08,AUG,0.4,Government,LD,Layoffs and discharges,R
8/1/2021,2021,M08,AUG,0.2,Government,LD,Layoffs and discharges,R
8/1/2019,2019,M08,AUG,63,Government,OS,Other separations,L
8/1/2020,2020,M08,AUG,87,Government,OS,Other separations,L
8/1/2021,2021,M08,AUG,60,Government,OS,Other separations,L
8/1/2019,2019,M08,AUG,0.3,Government,OS,Other separations,R
8/1/2020,2020,M08,AUG,0.4,Government,OS,Other separations,R
8/1/2021,2021,M08,AUG,0.3,Government,OS,Other separations,R
8/1/2019,2019,M08,AUG,180,Government,QU,Quits,L
8/1/2020,2020,M08,AUG,223,Government,QU,Quits,L
8/1/2021,2021,M08,AUG,183,Government,QU,Quits,L
8/1/2019,2019,M08,AUG,0.8,Government,QU,Quits,R
8/1/2020,2020,M08,AUG,1,Government,QU,Quits,R
8/1/2021,2021,M08,AUG,0.8,Government,QU,Quits,R
8/1/2019,2019,M08,AUG,369,Government,TS,Total separations,L
8/1/2020,2020,M08,AUG,397,Government,TS,Total separations,L
8/1/2021,2021,M08,AUG,297,Government,TS,Total separations,L
8/1/2019,2019,M08,AUG,1.6,Government,TS,Total separations,R
8/1/2020,2020,M08,AUG,1.8,Government,TS,Total separations,R
8/1/2021,2021,M08,AUG,1.3,Government,TS,Total separations,R
8/1/2019,2019,M08,AUG,69,Federal,HI,Hires,L
8/1/2020,2020,M08,AUG,320,Federal,HI,Hires,L
8/1/2021,2021,M08,AUG,47,Federal,HI,Hires,L
8/1/2019,2019,M08,AUG,2.4,Federal,HI,Hires,R
8/1/2020,2020,M08,AUG,10.1,Federal,HI,Hires,R
8/1/2021,2021,M08,AUG,1.6,Federal,HI,Hires,R
8/1/2019,2019,M08,AUG,115,Federal,JO,Job openings,L
8/1/2020,2020,M08,AUG,118,Federal,JO,Job openings,L
8/1/2021,2021,M08,AUG,135,Federal,JO,Job openings,L
8/1/2019,2019,M08,AUG,3.9,Federal,JO,Job openings,R
8/1/2020,2020,M08,AUG,3.6,Federal,JO,Job openings,R
8/1/2021,2021,M08,AUG,4.5,Federal,JO,Job openings,R
8/1/2019,2019,M08,AUG,11,Federal,LD,Layoffs and discharges,L
8/1/2020,2020,M08,AUG,24,Federal,LD,Layoffs and discharges,L
8/1/2021,2021,M08,AUG,8,Federal,LD,Layoffs and discharges,L
8/1/2019,2019,M08,AUG,0.4,Federal,LD,Layoffs and discharges,R
8/1/2020,2020,M08,AUG,0.8,Federal,LD,Layoffs and discharges,R
8/1/2021,2021,M08,AUG,0.3,Federal,LD,Layoffs and discharges,R
8/1/2019,2019,M08,AUG,12,Federal,OS,Other separations,L
8/1/2020,2020,M08,AUG,15,Federal,OS,Other separations,L
8/1/2021,2021,M08,AUG,15,Federal,OS,Other separations,L
8/1/2019,2019,M08,AUG,0.4,Federal,OS,Other separations,R
8/1/2020,2020,M08,AUG,0.5,Federal,OS,Other separations,R
8/1/2021,2021,M08,AUG,0.5,Federal,OS,Other separations,R
8/1/2019,2019,M08,AUG,19,Federal,QU,Quits,L
8/1/2020,2020,M08,AUG,20,Federal,QU,Quits,L
8/1/2021,2021,M08,AUG,20,Federal,QU,Quits,L
8/1/2019,2019,M08,AUG,0.7,Federal,QU,Quits,R
8/1/2020,2020,M08,AUG,0.6,Federal,QU,Quits,R
8/1/2021,2021,M08,AUG,0.7,Federal,QU,Quits,R
8/1/2019,2019,M08,AUG,42,Federal,TS,Total separations,L
8/1/2020,2020,M08,AUG,59,Federal,TS,Total separations,L
8/1/2021,2021,M08,AUG,43,Federal,TS,Total separations,L
8/1/2019,2019,M08,AUG,1.5,Federal,TS,Total separations,R
8/1/2020,2020,M08,AUG,1.9,Federal,TS,Total separations,R
8/1/2021,2021,M08,AUG,1.5,Federal,TS,Total separations,R
8/1/2019,2019,M08,AUG,367,State and local,HI,Hires,L
8/1/2020,2020,M08,AUG,264,State and local,HI,Hires,L
8/1/2021,2021,M08,AUG,310,State and local,HI,Hires,L
8/1/2019,2019,M08,AUG,1.9,State and local,HI,Hires,R
8/1/2020,2020,M08,AUG,1.4,State and local,HI,Hires,R
8/1/2021,2021,M08,AUG,1.6,State and local,HI,Hires,R
8/1/2019,2019,M08,AUG,623,State and local,JO,Job openings,L
8/1/2020,2020,M08,AUG,582,State and local,JO,Job openings,L
8/1/2021,2021,M08,AUG,718,State and local,JO,Job openings,L
8/1/2019,2019,M08,AUG,3.1,State and local,JO,Job openings,R
8/1/2020,2020,M08,AUG,3,State and local,JO,Job openings,R
8/1/2021,2021,M08,AUG,3.6,State and local,JO,Job openings,R
8/1/2019,2019,M08,AUG,115,State and local,LD,Layoffs and discharges,L
8/1/2020,2020,M08,AUG,63,State and local,LD,Layoffs and discharges,L
8/1/2021,2021,M08,AUG,46,State and local,LD,Layoffs and discharges,L
8/1/2019,2019,M08,AUG,0.6,State and local,LD,Layoffs and discharges,R
8/1/2020,2020,M08,AUG,0.3,State and local,LD,Layoffs and discharges,R
8/1/2021,2021,M08,AUG,0.2,State and local,LD,Layoffs and discharges,R
8/1/2019,2019,M08,AUG,50,State and local,OS,Other separations,L
8/1/2020,2020,M08,AUG,72,State and local,OS,Other separations,L
8/1/2021,2021,M08,AUG,46,State and local,OS,Other separations,L
8/1/2019,2019,M08,AUG,0.3,State and local,OS,Other separations,R
8/1/2020,2020,M08,AUG,0.4,State and local,OS,Other separations,R
8/1/2021,2021,M08,AUG,0.2,State and local,OS,Other separations,R
8/1/2019,2019,M08,AUG,162,State and local,QU,Quits,L
8/1/2020,2020,M08,AUG,203,State and local,QU,Quits,L
8/1/2021,2021,M08,AUG,163,State and local,QU,Quits,L
8/1/2019,2019,M08,AUG,0.8,State and local,QU,Quits,R
8/1/2020,2020,M08,AUG,1.1,State and local,QU,Quits,R
8/1/2021,2021,M08,AUG,0.8,State and local,QU,Quits,R
8/1/2019,2019,M08,AUG,327,State and local,TS,Total separations,L
8/1/2020,2020,M08,AUG,338,State and local,TS,Total separations,L
8/1/2021,2021,M08,AUG,255,State and local,TS,Total separations,L
8/1/2019,2019,M08,AUG,1.7,State and local,TS,Total separations,R
8/1/2020,2020,M08,AUG,1.8,State and local,TS,Total separations,R
8/1/2021,2021,M08,AUG,1.3,State and local,TS,Total separations,R
8/1/2019,2019,M08,AUG,209,State and local government education,HI,Hires,L
8/1/2020,2020,M08,AUG,120,State and local government education,HI,Hires,L
8/1/2021,2021,M08,AUG,161,State and local government education,HI,Hires,L
8/1/2019,2019,M08,AUG,2,State and local government education,HI,Hires,R
8/1/2020,2020,M08,AUG,1.2,State and local government education,HI,Hires,R
8/1/2021,2021,M08,AUG,1.6,State and local government education,HI,Hires,R
8/1/2019,2019,M08,AUG,221,State and local government education,JO,Job openings,L
8/1/2020,2020,M08,AUG,205,State and local government education,JO,Job openings,L
8/1/2021,2021,M08,AUG,297,State and local government education,JO,Job openings,L
8/1/2019,2019,M08,AUG,2.1,State and local government education,JO,Job openings,R
8/1/2020,2020,M08,AUG,2,State and local government education,JO,Job openings,R
8/1/2021,2021,M08,AUG,2.8,State and local government education,JO,Job openings,R
8/1/2019,2019,M08,AUG,36,State and local government education,LD,Layoffs and discharges,L
8/1/2020,2020,M08,AUG,54,State and local government education,LD,Layoffs and discharges,L
8/1/2021,2021,M08,AUG,29,State and local government education,LD,Layoffs and discharges,L
8/1/2019,2019,M08,AUG,0.3,State and local government education,LD,Layoffs and discharges,R
8/1/2020,2020,M08,AUG,0.5,State and local government education,LD,Layoffs and discharges,R
8/1/2021,2021,M08,AUG,0.3,State and local government education,LD,Layoffs and discharges,R
8/1/2019,2019,M08,AUG,23,State and local government education,OS,Other separations,L
8/1/2020,2020,M08,AUG,42,State and local government education,OS,Other separations,L
8/1/2021,2021,M08,AUG,18,State and local government education,OS,Other separations,L
8/1/2019,2019,M08,AUG,0.2,State and local government education,OS,Other separations,R
8/1/2020,2020,M08,AUG,0.4,State and local government education,OS,Other separations,R
8/1/2021,2021,M08,AUG,0.2,State and local government education,OS,Other separations,R
8/1/2019,2019,M08,AUG,82,State and local government education,QU,Quits,L
8/1/2020,2020,M08,AUG,128,State and local government education,QU,Quits,L
8/1/2021,2021,M08,AUG,77,State and local government education,QU,Quits,L
8/1/2019,2019,M08,AUG,0.8,State and local government education,QU,Quits,R
8/1/2020,2020,M08,AUG,1.3,State and local government education,QU,Quits,R
8/1/2021,2021,M08,AUG,0.7,State and local government education,QU,Quits,R
8/1/2019,2019,M08,AUG,141,State and local government education,TS,Total separations,L
8/1/2020,2020,M08,AUG,224,State and local government education,TS,Total separations,L
8/1/2021,2021,M08,AUG,125,State and local government education,TS,Total separations,L
8/1/2019,2019,M08,AUG,1.3,State and local government education,TS,Total separations,R
8/1/2020,2020,M08,AUG,2.2,State and local government education,TS,Total separations,R
8/1/2021,2021,M08,AUG,1.2,State and local government education,TS,Total separations,R
8/1/2019,2019,M08,AUG,158,"State and local government, excluding education",HI,Hires,L
8/1/2020,2020,M08,AUG,144,"State and local government, excluding education",HI,Hires,L
8/1/2021,2021,M08,AUG,149,"State and local government, excluding education",HI,Hires,L
8/1/2019,2019,M08,AUG,1.7,"State and local government, excluding education",HI,Hires,R
8/1/2020,2020,M08,AUG,1.6,"State and local government, excluding education",HI,Hires,R
8/1/2021,2021,M08,AUG,1.7,"State and local government, excluding education",HI,Hires,R
8/1/2019,2019,M08,AUG,403,"State and local government, excluding education",JO,Job openings,L
8/1/2020,2020,M08,AUG,376,"State and local government, excluding education",JO,Job openings,L
8/1/2021,2021,M08,AUG,421,"State and local government, excluding education",JO,Job openings,L
8/1/2019,2019,M08,AUG,4.2,"State and local government, excluding education",JO,Job openings,R
8/1/2020,2020,M08,AUG,4.1,"State and local government, excluding education",JO,Job openings,R
8/1/2021,2021,M08,AUG,4.5,"State and local government, excluding education",JO,Job openings,R
8/1/2019,2019,M08,AUG,79,"State and local government, excluding education",LD,Layoffs and discharges,L
8/1/2020,2020,M08,AUG,9,"State and local government, excluding education",LD,Layoffs and discharges,L
8/1/2021,2021,M08,AUG,17,"State and local government, excluding education",LD,Layoffs and discharges,L
8/1/2019,2019,M08,AUG,0.9,"State and local government, excluding education",LD,Layoffs and discharges,R
8/1/2020,2020,M08,AUG,0.1,"State and local government, excluding education",LD,Layoffs and discharges,R
8/1/2021,2021,M08,AUG,0.2,"State and local government, excluding education",LD,Layoffs and discharges,R
8/1/2019,2019,M08,AUG,28,"State and local government, excluding education",OS,Other separations,L
8/1/2020,2020,M08,AUG,30,"State and local government, excluding education",OS,Other separations,L
8/1/2021,2021,M08,AUG,28,"State and local government, excluding education",OS,Other separations,L
8/1/2019,2019,M08,AUG,0.3,"State and local government, excluding education",OS,Other separations,R
8/1/2020,2020,M08,AUG,0.3,"State and local government, excluding education",OS,Other separations,R
8/1/2021,2021,M08,AUG,0.3,"State and local government, excluding education",OS,Other separations,R
8/1/2019,2019,M08,AUG,79,"State and local government, excluding education",QU,Quits,L
8/1/2020,2020,M08,AUG,75,"State and local government, excluding education",QU,Quits,L
8/1/2021,2021,M08,AUG,86,"State and local government, excluding education",QU,Quits,L
8/1/2019,2019,M08,AUG,0.9,"State and local government, excluding education",QU,Quits,R
8/1/2020,2020,M08,AUG,0.8,"State and local government, excluding education",QU,Quits,R
8/1/2021,2021,M08,AUG,1,"State and local government, excluding education",QU,Quits,R
8/1/2019,2019,M08,AUG,186,"State and local government, excluding education",TS,Total separations,L
8/1/2020,2020,M08,AUG,113,"State and local government, excluding education",TS,Total separations,L
8/1/2021,2021,M08,AUG,130,"State and local government, excluding education",TS,Total separations,L
8/1/2019,2019,M08,AUG,2,"State and local government, excluding education",TS,Total separations,R
8/1/2020,2020,M08,AUG,1.3,"State and local government, excluding education",TS,Total separations,R
8/1/2021,2021,M08,AUG,1.5,"State and local government, excluding education",TS,Total separations,R
9/1/2019,2019,M09,SEP,5970,Total nonfarm,HI,Hires,L
9/1/2020,2020,M09,SEP,5932,Total nonfarm,HI,Hires,L
9/1/2021,2021,M09,SEP,6459,Total nonfarm,HI,Hires,L
9/1/2019,2019,M09,SEP,3.9,Total nonfarm,HI,Hires,R
9/1/2020,2020,M09,SEP,4.2,Total nonfarm,HI,Hires,R
9/1/2021,2021,M09,SEP,4.4,Total nonfarm,HI,Hires,R
9/1/2019,2019,M09,SEP,7100,Total nonfarm,JO,Job openings,L
9/1/2020,2020,M09,SEP,6611,Total nonfarm,JO,Job openings,L
9/1/2021,2021,M09,SEP,10438,Total nonfarm,JO,Job openings,L
9/1/2019,2019,M09,SEP,4.5,Total nonfarm,JO,Job openings,R
9/1/2020,2020,M09,SEP,4.5,Total nonfarm,JO,Job openings,R
9/1/2021,2021,M09,SEP,6.6,Total nonfarm,JO,Job openings,R
9/1/2019,2019,M09,SEP,1982,Total nonfarm,LD,Layoffs and discharges,L
9/1/2020,2020,M09,SEP,1555,Total nonfarm,LD,Layoffs and discharges,L
9/1/2021,2021,M09,SEP,1375,Total nonfarm,LD,Layoffs and discharges,L
9/1/2019,2019,M09,SEP,1.3,Total nonfarm,LD,Layoffs and discharges,R
9/1/2020,2020,M09,SEP,1.1,Total nonfarm,LD,Layoffs and discharges,R
9/1/2021,2021,M09,SEP,0.9,Total nonfarm,LD,Layoffs and discharges,R
9/1/2019,2019,M09,SEP,345,Total nonfarm,OS,Other separations,L
9/1/2020,2020,M09,SEP,373,Total nonfarm,OS,Other separations,L
9/1/2021,2021,M09,SEP,410,Total nonfarm,OS,Other separations,L
9/1/2019,2019,M09,SEP,0.2,Total nonfarm,OS,Other separations,R
9/1/2020,2020,M09,SEP,0.3,Total nonfarm,OS,Other separations,R
9/1/2021,2021,M09,SEP,0.3,Total nonfarm,OS,Other separations,R
9/1/2019,2019,M09,SEP,3449,Total nonfarm,QU,Quits,L
9/1/2020,2020,M09,SEP,3307,Total nonfarm,QU,Quits,L
9/1/2021,2021,M09,SEP,4434,Total nonfarm,QU,Quits,L
9/1/2019,2019,M09,SEP,2.3,Total nonfarm,QU,Quits,R
9/1/2020,2020,M09,SEP,2.3,Total nonfarm,QU,Quits,R
9/1/2021,2021,M09,SEP,3,Total nonfarm,QU,Quits,R
9/1/2019,2019,M09,SEP,5777,Total nonfarm,TS,Total separations,L
9/1/2020,2020,M09,SEP,5235,Total nonfarm,TS,Total separations,L
9/1/2021,2021,M09,SEP,6218,Total nonfarm,TS,Total separations,L
9/1/2019,2019,M09,SEP,3.8,Total nonfarm,TS,Total separations,R
9/1/2020,2020,M09,SEP,3.7,Total nonfarm,TS,Total separations,R
9/1/2021,2021,M09,SEP,4.2,Total nonfarm,TS,Total separations,R
9/1/2019,2019,M09,SEP,0.8,Total nonfarm,UO,Unemployed persons per job opening ratio,R
9/1/2020,2020,M09,SEP,1.9,Total nonfarm,UO,Unemployed persons per job opening ratio,R
9/1/2021,2021,M09,SEP,0.7,Total nonfarm,UO,Unemployed persons per job opening ratio,R
9/1/2019,2019,M09,SEP,5595,Total private,HI,Hires,L
9/1/2020,2020,M09,SEP,5607,Total private,HI,Hires,L
9/1/2021,2021,M09,SEP,6190,Total private,HI,Hires,L
9/1/2019,2019,M09,SEP,4.3,Total private,HI,Hires,R
9/1/2020,2020,M09,SEP,4.7,Total private,HI,Hires,R
9/1/2021,2021,M09,SEP,4.9,Total private,HI,Hires,R
9/1/2019,2019,M09,SEP,6358,Total private,JO,Job openings,L
9/1/2020,2020,M09,SEP,5903,Total private,JO,Job openings,L
9/1/2021,2021,M09,SEP,9581,Total private,JO,Job openings,L
9/1/2019,2019,M09,SEP,4.7,Total private,JO,Job openings,R
9/1/2020,2020,M09,SEP,4.7,Total private,JO,Job openings,R
9/1/2021,2021,M09,SEP,7.1,Total private,JO,Job openings,R
9/1/2019,2019,M09,SEP,1880,Total private,LD,Layoffs and discharges,L
9/1/2020,2020,M09,SEP,1406,Total private,LD,Layoffs and discharges,L
9/1/2021,2021,M09,SEP,1329,Total private,LD,Layoffs and discharges,L
9/1/2019,2019,M09,SEP,1.5,Total private,LD,Layoffs and discharges,R
9/1/2020,2020,M09,SEP,1.2,Total private,LD,Layoffs and discharges,R
9/1/2021,2021,M09,SEP,1.1,Total private,LD,Layoffs and discharges,R
9/1/2019,2019,M09,SEP,284,Total private,OS,Other separations,L
9/1/2020,2020,M09,SEP,297,Total private,OS,Other separations,L
9/1/2021,2021,M09,SEP,343,Total private,OS,Other separations,L
9/1/2019,2019,M09,SEP,0.2,Total private,OS,Other separations,R
9/1/2020,2020,M09,SEP,0.2,Total private,OS,Other separations,R
9/1/2021,2021,M09,SEP,0.3,Total private,OS,Other separations,R
9/1/2019,2019,M09,SEP,3267,Total private,QU,Quits,L
9/1/2020,2020,M09,SEP,3101,Total private,QU,Quits,L
9/1/2021,2021,M09,SEP,4217,Total private,QU,Quits,L
9/1/2019,2019,M09,SEP,2.5,Total private,QU,Quits,R
9/1/2020,2020,M09,SEP,2.6,Total private,QU,Quits,R
9/1/2021,2021,M09,SEP,3.4,Total private,QU,Quits,R
9/1/2019,2019,M09,SEP,5431,Total private,TS,Total separations,L
9/1/2020,2020,M09,SEP,4804,Total private,TS,Total separations,L
9/1/2021,2021,M09,SEP,5888,Total private,TS,Total separations,L
9/1/2019,2019,M09,SEP,4.2,Total private,TS,Total separations,R
9/1/2020,2020,M09,SEP,4,Total private,TS,Total separations,R
9/1/2021,2021,M09,SEP,4.7,Total private,TS,Total separations,R
9/1/2019,2019,M09,SEP,754,Total private,HI,Hires,L
9/1/2020,2020,M09,SEP,826,Total private,HI,Hires,L
9/1/2021,2021,M09,SEP,865,Total private,HI,Hires,L
9/1/2019,2019,M09,SEP,4.1,Total private,HI,Hires,R
9/1/2020,2020,M09,SEP,4.8,Total private,HI,Hires,R
9/1/2021,2021,M09,SEP,4.6,Total private,HI,Hires,R
9/1/2019,2019,M09,SEP,947,Total private,JO,Job openings,L
9/1/2020,2020,M09,SEP,749,Total private,JO,Job openings,L
9/1/2021,2021,M09,SEP,1573,Total private,JO,Job openings,L
9/1/2019,2019,M09,SEP,4.9,Total private,JO,Job openings,R
9/1/2020,2020,M09,SEP,4.1,Total private,JO,Job openings,R
9/1/2021,2021,M09,SEP,7.7,Total private,JO,Job openings,R
9/1/2019,2019,M09,SEP,258,Total private,LD,Layoffs and discharges,L
9/1/2020,2020,M09,SEP,215,Total private,LD,Layoffs and discharges,L
9/1/2021,2021,M09,SEP,177,Total private,LD,Layoffs and discharges,L
9/1/2019,2019,M09,SEP,1.4,Total private,LD,Layoffs and discharges,R
9/1/2020,2020,M09,SEP,1.2,Total private,LD,Layoffs and discharges,R
9/1/2021,2021,M09,SEP,0.9,Total private,LD,Layoffs and discharges,R
9/1/2019,2019,M09,SEP,50,Total private,OS,Other separations,L
9/1/2020,2020,M09,SEP,51,Total private,OS,Other separations,L
9/1/2021,2021,M09,SEP,52,Total private,OS,Other separations,L
9/1/2019,2019,M09,SEP,0.3,Total private,OS,Other separations,R
9/1/2020,2020,M09,SEP,0.3,Total private,OS,Other separations,R
9/1/2021,2021,M09,SEP,0.3,Total private,OS,Other separations,R
9/1/2019,2019,M09,SEP,402,Total private,QU,Quits,L
9/1/2020,2020,M09,SEP,391,Total private,QU,Quits,L
9/1/2021,2021,M09,SEP,526,Total private,QU,Quits,L
9/1/2019,2019,M09,SEP,2.2,Total private,QU,Quits,R
9/1/2020,2020,M09,SEP,2.3,Total private,QU,Quits,R
9/1/2021,2021,M09,SEP,2.8,Total private,QU,Quits,R
9/1/2019,2019,M09,SEP,710,Total private,TS,Total separations,L
9/1/2020,2020,M09,SEP,657,Total private,TS,Total separations,L
9/1/2021,2021,M09,SEP,755,Total private,TS,Total separations,L
9/1/2019,2019,M09,SEP,3.8,Total private,TS,Total separations,R
9/1/2020,2020,M09,SEP,3.8,Total private,TS,Total separations,R
9/1/2021,2021,M09,SEP,4,Total private,TS,Total separations,R
9/1/2019,2019,M09,SEP,1699,Total private,HI,Hires,L
9/1/2020,2020,M09,SEP,1676,Total private,HI,Hires,L
9/1/2021,2021,M09,SEP,1917,Total private,HI,Hires,L
9/1/2019,2019,M09,SEP,4.6,Total private,HI,Hires,R
9/1/2020,2020,M09,SEP,4.9,Total private,HI,Hires,R
9/1/2021,2021,M09,SEP,5.2,Total private,HI,Hires,R
9/1/2019,2019,M09,SEP,1682,Total private,JO,Job openings,L
9/1/2020,2020,M09,SEP,1634,Total private,JO,Job openings,L
9/1/2021,2021,M09,SEP,2572,Total private,JO,Job openings,L
9/1/2019,2019,M09,SEP,4.4,Total private,JO,Job openings,R
9/1/2020,2020,M09,SEP,4.5,Total private,JO,Job openings,R
9/1/2021,2021,M09,SEP,6.5,Total private,JO,Job openings,R
9/1/2019,2019,M09,SEP,585,Total private,LD,Layoffs and discharges,L
9/1/2020,2020,M09,SEP,333,Total private,LD,Layoffs and discharges,L
9/1/2021,2021,M09,SEP,442,Total private,LD,Layoffs and discharges,L
9/1/2019,2019,M09,SEP,1.6,Total private,LD,Layoffs and discharges,R
9/1/2020,2020,M09,SEP,1,Total private,LD,Layoffs and discharges,R
9/1/2021,2021,M09,SEP,1.2,Total private,LD,Layoffs and discharges,R
9/1/2019,2019,M09,SEP,79,Total private,OS,Other separations,L
9/1/2020,2020,M09,SEP,82,Total private,OS,Other separations,L
