year,period,month,rate,ratelevel_code,industry_text,state_text,state_code,dataelement_code,dataelement_text
2020,M10,10,6.3,R,Accommodation and food services,Total US,0,JO,Job openings
2019,M10,10,1.0,R,Accommodation and food services,Total US,0,LD,Layoffs and discharges
2020,M10,10,1.2,R,Accommodation and food services,Total US,0,LD,Layoffs and discharges
2019,M10,10,0.3,R,Accommodation and food services,Total US,0,OS,Other separations
2020,M10,10,0.2,R,Accommodation and food services,Total US,0,OS,Other separations
2019,M10,10,4.9,R,Accommodation and food services,Total US,0,QU,Quits
2020,M10,10,4.6,R,Accommodation and food services,Total US,0,QU,Quits
2019,M10,10,6.1,R,Accommodation and food services,Total US,0,TS,Total separations
2020,M10,10,6.0,R,Accommodation and food services,Total US,0,TS,Total separations
2019,M10,10,6.5,R,Accommodation and food services,Total US,0,HI,Hires
2020,M10,10,8.6,R,Accommodation and food services,Total US,0,HI,Hires
2019,M10,10,5.4,R,Accommodation and food services,Total US,0,JO,Job openings
2020,M10,10,6.1,R,Accommodation and food services,Total US,0,JO,Job openings
2019,M10,10,1.5,R,Accommodation and food services,Total US,0,LD,Layoffs and discharges
2020,M10,10,1.6,R,Accommodation and food services,Total US,0,LD,Layoffs and discharges
2019,M10,10,0.3,R,Accommodation and food services,Total US,0,OS,Other separations
2020,M10,10,0.2,R,Accommodation and food services,Total US,0,OS,Other separations
2019,M10,10,5.0,R,Accommodation and food services,Total US,0,QU,Quits
2020,M10,10,4.7,R,Accommodation and food services,Total US,0,QU,Quits
2019,M10,10,6.9,R,Accommodation and food services,Total US,0,TS,Total separations
2020,M10,10,6.6,R,Accommodation and food services,Total US,0,TS,Total separations
2019,M10,10,3.7,R,Other services,Total US,0,HI,Hires
2020,M10,10,4.7,R,Other services,Total US,0,HI,Hires
2019,M10,10,4.1,R,Other services,Total US,0,JO,Job openings
2020,M10,10,4.6,R,Other services,Total US,0,JO,Job openings
2019,M10,10,0.6,R,Other services,Total US,0,LD,Layoffs and discharges
2020,M10,10,1.1,R,Other services,Total US,0,LD,Layoffs and discharges
2019,M10,10,0.2,R,Other services,Total US,0,OS,Other separations
2020,M10,10,0.1,R,Other services,Total US,0,OS,Other separations
2019,M10,10,3.0,R,Other services,Total US,0,QU,Quits
2020,M10,10,2.0,R,Other services,Total US,0,QU,Quits
2019,M10,10,3.8,R,Other services,Total US,0,TS,Total separations
2020,M10,10,3.1,R,Other services,Total US,0,TS,Total separations
2019,M10,10,3.5,R,Other services,Total US,0,HI,Hires
2020,M10,10,4.6,R,Other services,Total US,0,HI,Hires
2019,M10,10,4.6,R,Other services,Total US,0,JO,Job openings
2020,M10,10,5.1,R,Other services,Total US,0,JO,Job openings
2019,M10,10,0.6,R,Other services,Total US,0,LD,Layoffs and discharges
2020,M10,10,0.8,R,Other services,Total US,0,LD,Layoffs and discharges
2019,M10,10,0.2,R,Other services,Total US,0,OS,Other separations
2020,M10,10,0.1,R,Other services,Total US,0,OS,Other separations
2019,M10,10,3.0,R,Other services,Total US,0,QU,Quits
2020,M10,10,1.8,R,Other services,Total US,0,QU,Quits
2019,M10,10,3.9,R,Other services,Total US,0,TS,Total separations
2020,M10,10,2.6,R,Other services,Total US,0,TS,Total separations
2019,M10,10,1.6,R,Government,Total US,0,HI,Hires
2020,M10,10,1.6,R,Government,Total US,0,HI,Hires
2019,M10,10,3.4,R,Government,Total US,0,JO,Job openings
2020,M10,10,3.1,R,Government,Total US,0,JO,Job openings
2019,M10,10,0.5,R,Government,Total US,0,LD,Layoffs and discharges
2020,M10,10,1.1,R,Government,Total US,0,LD,Layoffs and discharges
2019,M10,10,0.3,R,Government,Total US,0,OS,Other separations
2020,M10,10,0.4,R,Government,Total US,0,OS,Other separations
2019,M10,10,0.8,R,Government,Total US,0,QU,Quits
2020,M10,10,1.1,R,Government,Total US,0,QU,Quits
2019,M10,10,1.6,R,Government,Total US,0,TS,Total separations
2020,M10,10,2.5,R,Government,Total US,0,TS,Total separations
2019,M10,10,1.5,R,Government,Total US,0,HI,Hires
2020,M10,10,1.5,R,Government,Total US,0,HI,Hires
2019,M10,10,3.2,R,Government,Total US,0,JO,Job openings
2020,M10,10,3.0,R,Government,Total US,0,JO,Job openings
2019,M10,10,0.5,R,Government,Total US,0,LD,Layoffs and discharges
2020,M10,10,1.1,R,Government,Total US,0,LD,Layoffs and discharges
2019,M10,10,0.2,R,Government,Total US,0,OS,Other separations
2020,M10,10,0.3,R,Government,Total US,0,OS,Other separations
2019,M10,10,0.7,R,Government,Total US,0,QU,Quits
2020,M10,10,1.0,R,Government,Total US,0,QU,Quits
2019,M10,10,1.4,R,Government,Total US,0,TS,Total separations
2020,M10,10,2.3,R,Government,Total US,0,TS,Total separations
2019,M10,10,1.5,R,Federal,Total US,0,HI,Hires
2020,M10,10,1.6,R,Federal,Total US,0,HI,Hires
2019,M10,10,4.5,R,Federal,Total US,0,JO,Job openings
2020,M10,10,3.3,R,Federal,Total US,0,JO,Job openings
2019,M10,10,0.9,R,Federal,Total US,0,LD,Layoffs and discharges
2020,M10,10,5.1,R,Federal,Total US,0,LD,Layoffs and discharges
2019,M10,10,0.4,R,Federal,Total US,0,OS,Other separations
2020,M10,10,0.5,R,Federal,Total US,0,OS,Other separations
2019,M10,10,0.7,R,Federal,Total US,0,QU,Quits
2020,M10,10,1.0,R,Federal,Total US,0,QU,Quits
2019,M10,10,2.0,R,Federal,Total US,0,TS,Total separations
2020,M10,10,6.6,R,Federal,Total US,0,TS,Total separations
2019,M10,10,1.6,R,Federal,Total US,0,HI,Hires
2020,M10,10,1.7,R,Federal,Total US,0,HI,Hires
2019,M10,10,4.1,R,Federal,Total US,0,JO,Job openings
2020,M10,10,3.0,R,Federal,Total US,0,JO,Job openings
2019,M10,10,1.0,R,Federal,Total US,0,LD,Layoffs and discharges
2020,M10,10,5.2,R,Federal,Total US,0,LD,Layoffs and discharges
2019,M10,10,0.3,R,Federal,Total US,0,OS,Other separations
2020,M10,10,0.4,R,Federal,Total US,0,OS,Other separations
2019,M10,10,0.7,R,Federal,Total US,0,QU,Quits
2020,M10,10,1.1,R,Federal,Total US,0,QU,Quits
2019,M10,10,2.1,R,Federal,Total US,0,TS,Total separations
2020,M10,10,6.7,R,Federal,Total US,0,TS,Total separations
2019,M10,10,1.7,R,State and local,Total US,0,HI,Hires
2020,M10,10,1.6,R,State and local,Total US,0,HI,Hires
2019,M10,10,3.2,R,State and local,Total US,0,JO,Job openings
2020,M10,10,3.1,R,State and local,Total US,0,JO,Job openings
2019,M10,10,0.5,R,State and local,Total US,0,LD,Layoffs and discharges
2020,M10,10,0.5,R,State and local,Total US,0,LD,Layoffs and discharges
2019,M10,10,0.3,R,State and local,Total US,0,OS,Other separations
2020,M10,10,0.3,R,State and local,Total US,0,OS,Other separations
2019,M10,10,0.8,R,State and local,Total US,0,QU,Quits
2020,M10,10,1.1,R,State and local,Total US,0,QU,Quits
2019,M10,10,1.6,R,State and local,Total US,0,TS,Total separations
2020,M10,10,1.9,R,State and local,Total US,0,TS,Total separations
2019,M10,10,1.5,R,State and local,Total US,0,HI,Hires
2020,M10,10,1.4,R,State and local,Total US,0,HI,Hires
2019,M10,10,3.1,R,State and local,Total US,0,JO,Job openings
2020,M10,10,3.0,R,State and local,Total US,0,JO,Job openings
2019,M10,10,0.4,R,State and local,Total US,0,LD,Layoffs and discharges
2020,M10,10,0.5,R,State and local,Total US,0,LD,Layoffs and discharges
2019,M10,10,0.2,R,State and local,Total US,0,OS,Other separations
2020,M10,10,0.2,R,State and local,Total US,0,OS,Other separations
2019,M10,10,0.7,R,State and local,Total US,0,QU,Quits
2020,M10,10,0.9,R,State and local,Total US,0,QU,Quits
2019,M10,10,1.3,R,State and local,Total US,0,TS,Total separations
2020,M10,10,1.6,R,State and local,Total US,0,TS,Total separations
2019,M10,10,1.6,R,State and local government education,Total US,0,HI,Hires
2020,M10,10,1.4,R,State and local government education,Total US,0,HI,Hires
2019,M10,10,2.3,R,State and local government education,Total US,0,JO,Job openings
2020,M10,10,2.3,R,State and local government education,Total US,0,JO,Job openings
2019,M10,10,0.4,R,State and local government education,Total US,0,LD,Layoffs and discharges
2020,M10,10,0.6,R,State and local government education,Total US,0,LD,Layoffs and discharges
2019,M10,10,0.2,R,State and local government education,Total US,0,OS,Other separations
2020,M10,10,0.3,R,State and local government education,Total US,0,OS,Other separations
2019,M10,10,0.8,R,State and local government education,Total US,0,QU,Quits
2020,M10,10,1.1,R,State and local government education,Total US,0,QU,Quits
2019,M10,10,1.5,R,State and local government education,Total US,0,TS,Total separations
2020,M10,10,2.0,R,State and local government education,Total US,0,TS,Total separations
2019,M10,10,1.5,R,State and local government education,Total US,0,HI,Hires
2020,M10,10,1.3,R,State and local government education,Total US,0,HI,Hires
2019,M10,10,2.1,R,State and local government education,Total US,0,JO,Job openings
2020,M10,10,2.1,R,State and local government education,Total US,0,JO,Job openings
2019,M10,10,0.2,R,State and local government education,Total US,0,LD,Layoffs and discharges
2020,M10,10,0.4,R,State and local government education,Total US,0,LD,Layoffs and discharges
2019,M10,10,0.1,R,State and local government education,Total US,0,OS,Other separations
2020,M10,10,0.2,R,State and local government education,Total US,0,OS,Other separations
2019,M10,10,0.5,R,State and local government education,Total US,0,QU,Quits
2020,M10,10,0.9,R,State and local government education,Total US,0,QU,Quits
2019,M10,10,0.9,R,State and local government education,Total US,0,TS,Total separations
2020,M10,10,1.5,R,State and local government education,Total US,0,TS,Total separations
2019,M10,10,1.7,R,State and local government,,,,
2020,M10,10,1.7,R,State and local government,,,,
2019,M10,10,4.3,R,State and local government,,,,
2020,M10,10,3.9,R,State and local government,,,,
2019,M10,10,0.5,R,State and local government,,,,
2020,M10,10,0.4,R,State and local government,,,,
2019,M10,10,0.3,R,State and local government,,,,
2020,M10,10,0.3,R,State and local government,,,,
2019,M10,10,0.9,R,State and local government,,,,
2020,M10,10,1.0,R,State and local government,,,,
2019,M10,10,1.7,R,State and local government,,,,
2020,M10,10,1.7,R,State and local government,,,,
2019,M10,10,1.6,R,State and local government,,,,
2020,M10,10,1.6,R,State and local government,,,,
2019,M10,10,4.3,R,State and local government,,,,
2020,M10,10,4.0,R,State and local government,,,,
2019,M10,10,0.7,R,State and local government,,,,
2020,M10,10,0.5,R,State and local government,,,,
2019,M10,10,0.3,R,State and local government,,,,
2020,M10,10,0.3,R,State and local government,,,,
2019,M10,10,0.8,R,State and local government,,,,
2020,M10,10,1.0,R,State and local government,,,,
2019,M10,10,1.7,R,State and local government,,,,
2020,M10,10,1.8,R,State and local government,,,,
2019,M10,10,3.5,R,Total nonfarm,Alabama,1,HI,Hires
2020,M10,10,5.4,R,Total nonfarm,Alabama,1,HI,Hires
2019,M10,10,4.9,R,Total nonfarm,Alabama,1,JO,Job openings
2020,M10,10,5.1,R,Total nonfarm,Alabama,1,JO,Job openings
2019,M10,10,0.8,R,Total nonfarm,Alabama,1,LD,Layoffs and discharges
2020,M10,10,0.9,R,Total nonfarm,Alabama,1,LD,Layoffs and discharges
2019,M10,10,2.2,R,Total nonfarm,Alabama,1,QU,Quits
2020,M10,10,3.0,R,Total nonfarm,Alabama,1,QU,Quits
2019,M10,10,3.3,R,Total nonfarm,Alabama,1,TS,Total separations
2020,M10,10,4.3,R,Total nonfarm,Alabama,1,TS,Total separations
2019,M10,10,3.7,R,Total nonfarm,Alabama,1,HI,Hires
2020,M10,10,5.4,R,Total nonfarm,Alabama,1,HI,Hires
2019,M10,10,4.9,R,Total nonfarm,Alabama,1,JO,Job openings
2020,M10,10,5.1,R,Total nonfarm,Alabama,1,JO,Job openings
2019,M10,10,0.8,R,Total nonfarm,Alabama,1,LD,Layoffs and discharges
2020,M10,10,0.8,R,Total nonfarm,Alabama,1,LD,Layoffs and discharges
2019,M10,10,2.3,R,Total nonfarm,Alabama,1,QU,Quits
2020,M10,10,3.1,R,Total nonfarm,Alabama,1,QU,Quits
2019,M10,10,3.3,R,Total nonfarm,Alabama,1,TS,Total separations
2020,M10,10,4.1,R,Total nonfarm,Alabama,1,TS,Total separations
2019,M10,10,6.4,R,Total nonfarm,Alaska,2,HI,Hires
2020,M10,10,5.9,R,Total nonfarm,Alaska,2,HI,Hires
2019,M10,10,6.5,R,Total nonfarm,Alaska,2,JO,Job openings
2020,M10,10,6.5,R,Total nonfarm,Alaska,2,JO,Job openings
2019,M10,10,2.4,R,Total nonfarm,Alaska,2,LD,Layoffs and discharges
2020,M10,10,1.0,R,Total nonfarm,Alaska,2,LD,Layoffs and discharges
2019,M10,10,4.2,R,Total nonfarm,Alaska,2,QU,Quits
2020,M10,10,2.0,R,Total nonfarm,Alaska,2,QU,Quits
2019,M10,10,7.0,R,Total nonfarm,Alaska,2,TS,Total separations
2020,M10,10,3.0,R,Total nonfarm,Alaska,2,TS,Total separations
2019,M10,10,5.0,R,Total nonfarm,Alaska,2,HI,Hires
2020,M10,10,4.8,R,Total nonfarm,Alaska,2,HI,Hires
2019,M10,10,5.2,R,Total nonfarm,Alaska,2,JO,Job openings
2020,M10,10,5.1,R,Total nonfarm,Alaska,2,JO,Job openings
2019,M10,10,3.8,R,Total nonfarm,Alaska,2,LD,Layoffs and discharges
2020,M10,10,2.0,R,Total nonfarm,Alaska,2,LD,Layoffs and discharges
2019,M10,10,6.3,R,Total nonfarm,Alaska,2,QU,Quits
2020,M10,10,3.7,R,Total nonfarm,Alaska,2,QU,Quits
2019,M10,10,10.6,R,Total nonfarm,Alaska,2,TS,Total separations
2020,M10,10,6.1,R,Total nonfarm,Alaska,2,TS,Total separations
2019,M10,10,4.8,R,Total nonfarm,Arizona,4,HI,Hires
2020,M10,10,4.3,R,Total nonfarm,Arizona,4,HI,Hires
2019,M10,10,4.4,R,Total nonfarm,Arizona,4,JO,Job openings
2020,M10,10,5.3,R,Total nonfarm,Arizona,4,JO,Job openings
2019,M10,10,1.0,R,Total nonfarm,Arizona,4,LD,Layoffs and discharges
2020,M10,10,0.9,R,Total nonfarm,Arizona,4,LD,Layoffs and discharges
2019,M10,10,2.7,R,Total nonfarm,Arizona,4,QU,Quits
2020,M10,10,2.5,R,Total nonfarm,Arizona,4,QU,Quits
2019,M10,10,4.0,R,Total nonfarm,Arizona,4,TS,Total separations
2020,M10,10,3.5,R,Total nonfarm,Arizona,4,TS,Total separations
2019,M10,10,5.4,R,Total nonfarm,Arizona,4,HI,Hires
2020,M10,10,5.0,R,Total nonfarm,Arizona,4,HI,Hires
2019,M10,10,4.9,R,Total nonfarm,Arizona,4,JO,Job openings
2020,M10,10,5.7,R,Total nonfarm,Arizona,4,JO,Job openings
2019,M10,10,1.0,R,Total nonfarm,Arizona,4,LD,Layoffs and discharges
2020,M10,10,0.8,R,Total nonfarm,Arizona,4,LD,Layoffs and discharges
2019,M10,10,2.5,R,Total nonfarm,Arizona,4,QU,Quits
2020,M10,10,2.4,R,Total nonfarm,Arizona,4,QU,Quits
2019,M10,10,3.8,R,Total nonfarm,Arizona,4,TS,Total separations
2020,M10,10,3.4,R,Total nonfarm,Arizona,4,TS,Total separations
2019,M10,10,4.8,R,Total nonfarm,Arkansas,5,HI,Hires
2020,M10,10,4.7,R,Total nonfarm,Arkansas,5,HI,Hires
2019,M10,10,5.1,R,Total nonfarm,Arkansas,5,JO,Job openings
2020,M10,10,4.4,R,Total nonfarm,Arkansas,5,JO,Job openings
2019,M10,10,0.9,R,Total nonfarm,Arkansas,5,LD,Layoffs and discharges
2020,M10,10,1.0,R,Total nonfarm,Arkansas,5,LD,Layoffs and discharges
2019,M10,10,2.6,R,Total nonfarm,Arkansas,5,QU,Quits
2020,M10,10,2.9,R,Total nonfarm,Arkansas,5,QU,Quits
2019,M10,10,3.8,R,Total nonfarm,Arkansas,5,TS,Total separations
2020,M10,10,4.1,R,Total nonfarm,Arkansas,5,TS,Total separations
2019,M10,10,5.0,R,Total nonfarm,Arkansas,5,HI,Hires
2020,M10,10,4.9,R,Total nonfarm,Arkansas,5,HI,Hires
2019,M10,10,5.2,R,Total nonfarm,Arkansas,5,JO,Job openings
2020,M10,10,4.5,R,Total nonfarm,Arkansas,5,JO,Job openings
2019,M10,10,1.0,R,Total nonfarm,Arkansas,5,LD,Layoffs and discharges
2020,M10,10,1.0,R,Total nonfarm,Arkansas,5,LD,Layoffs and discharges
2019,M10,10,2.7,R,Total nonfarm,Arkansas,5,QU,Quits
2020,M10,10,3.0,R,Total nonfarm,Arkansas,5,QU,Quits
2019,M10,10,3.9,R,Total nonfarm,Arkansas,5,TS,Total separations
2020,M10,10,4.2,R,Total nonfarm,Arkansas,5,TS,Total separations
2019,M10,10,3.4,R,Total nonfarm,California,6,HI,Hires
2020,M10,10,4.1,R,Total nonfarm,California,6,HI,Hires
2019,M10,10,4.4,R,Total nonfarm,California,6,JO,Job openings
2020,M10,10,4.2,R,Total nonfarm,California,6,JO,Job openings
2019,M10,10,1.2,R,Total nonfarm,California,6,LD,Layoffs and discharges
2020,M10,10,1.4,R,Total nonfarm,California,6,LD,Layoffs and discharges
2019,M10,10,2.0,R,Total nonfarm,California,6,QU,Quits
2020,M10,10,1.9,R,Total nonfarm,California,6,QU,Quits
2019,M10,10,3.5,R,Total nonfarm,California,6,TS,Total separations
2020,M10,10,3.5,R,Total nonfarm,California,6,TS,Total separations
2019,M10,10,3.9,R,Total nonfarm,California,6,HI,Hires
2020,M10,10,4.7,R,Total nonfarm,California,6,HI,Hires
2019,M10,10,4.8,R,Total nonfarm,California,6,JO,Job openings
2020,M10,10,4.7,R,Total nonfarm,California,6,JO,Job openings
2019,M10,10,1.1,R,Total nonfarm,California,6,LD,Layoffs and discharges
2020,M10,10,1.3,R,Total nonfarm,California,6,LD,Layoffs and discharges
2019,M10,10,2.1,R,Total nonfarm,California,6,QU,Quits
2020,M10,10,2.0,R,Total nonfarm,California,6,QU,Quits
2019,M10,10,3.5,R,Total nonfarm,California,6,TS,Total separations
2020,M10,10,3.5,R,Total nonfarm,California,6,TS,Total separations
2019,M10,10,4.0,R,Total nonfarm,Colorado,8,HI,Hires
2020,M10,10,4.3,R,Total nonfarm,Colorado,8,HI,Hires
2019,M10,10,4.5,R,Total nonfarm,Colorado,8,JO,Job openings
2020,M10,10,4.1,R,Total nonfarm,Colorado,8,JO,Job openings
2019,M10,10,1.6,R,Total nonfarm,Colorado,8,LD,Layoffs and discharges
2020,M10,10,1.1,R,Total nonfarm,Colorado,8,LD,Layoffs and discharges
2019,M10,10,2.6,R,Total nonfarm,Colorado,8,QU,Quits
2020,M10,10,2.3,R,Total nonfarm,Colorado,8,QU,Quits
2019,M10,10,4.4,R,Total nonfarm,Colorado,8,TS,Total separations
2020,M10,10,3.8,R,Total nonfarm,Colorado,8,TS,Total separations
2019,M10,10,4.2,R,Total nonfarm,Colorado,8,HI,Hires
2020,M10,10,4.6,R,Total nonfarm,Colorado,8,HI,Hires
2019,M10,10,4.6,R,Total nonfarm,Colorado,8,JO,Job openings
2020,M10,10,4.1,R,Total nonfarm,Colorado,8,JO,Job openings
2019,M10,10,1.6,R,Total nonfarm,Colorado,8,LD,Layoffs and discharges
2020,M10,10,1.0,R,Total nonfarm,Colorado,8,LD,Layoffs and discharges
2019,M10,10,2.9,R,Total nonfarm,Colorado,8,QU,Quits
2020,M10,10,2.4,R,Total nonfarm,Colorado,8,QU,Quits
2019,M10,10,4.7,R,Total nonfarm,Colorado,8,TS,Total separations
2020,M10,10,3.8,R,Total nonfarm,Colorado,8,TS,Total separations
2019,M10,10,3.7,R,Total nonfarm,Connecticut,9,HI,Hires
2020,M10,10,3.5,R,Total nonfarm,Connecticut,9,HI,Hires
2019,M10,10,4.3,R,Total nonfarm,Connecticut,9,JO,Job openings
2020,M10,10,4.0,R,Total nonfarm,Connecticut,9,JO,Job openings
2019,M10,10,1.2,R,Total nonfarm,Connecticut,9,LD,Layoffs and discharges
2020,M10,10,1.2,R,Total nonfarm,Connecticut,9,LD,Layoffs and discharges
2019,M10,10,1.8,R,Total nonfarm,Connecticut,9,QU,Quits
2020,M10,10,1.7,R,Total nonfarm,Connecticut,9,QU,Quits
2019,M10,10,3.3,R,Total nonfarm,Connecticut,9,TS,Total separations
2020,M10,10,3.2,R,Total nonfarm,Connecticut,9,TS,Total separations
2019,M10,10,3.8,R,Total nonfarm,Connecticut,9,HI,Hires
2020,M10,10,3.7,R,Total nonfarm,Connecticut,9,HI,Hires
2019,M10,10,4.7,R,Total nonfarm,Connecticut,9,JO,Job openings
2020,M10,10,4.2,R,Total nonfarm,Connecticut,9,JO,Job openings
2019,M10,10,1.2,R,Total nonfarm,Connecticut,9,LD,Layoffs and discharges
2020,M10,10,1.1,R,Total nonfarm,Connecticut,9,LD,Layoffs and discharges
2019,M10,10,1.9,R,Total nonfarm,Connecticut,9,QU,Quits
2020,M10,10,1.8,R,Total nonfarm,Connecticut,9,QU,Quits
2019,M10,10,3.3,R,Total nonfarm,Connecticut,9,TS,Total separations
2020,M10,10,3.1,R,Total nonfarm,Connecticut,9,TS,Total separations
2019,M10,10,4.7,R,Total nonfarm,Delaware,10,HI,Hires
2020,M10,10,4.7,R,Total nonfarm,Delaware,10,HI,Hires
2019,M10,10,5.5,R,Total nonfarm,Delaware,10,JO,Job openings
2020,M10,10,4.9,R,Total nonfarm,Delaware,10,JO,Job openings
2019,M10,10,1.3,R,Total nonfarm,Delaware,10,LD,Layoffs and discharges
2020,M10,10,1.1,R,Total nonfarm,Delaware,10,LD,Layoffs and discharges
2019,M10,10,2.8,R,Total nonfarm,Delaware,10,QU,Quits
2020,M10,10,2.9,R,Total nonfarm,Delaware,10,QU,Quits
2019,M10,10,4.3,R,Total nonfarm,Delaware,10,TS,Total separations
2020,M10,10,4.3,R,Total nonfarm,Delaware,10,TS,Total separations
2019,M10,10,5.0,R,Total nonfarm,Delaware,10,HI,Hires
2020,M10,10,5.2,R,Total nonfarm,Delaware,10,HI,Hires
2019,M10,10,5.4,R,Total nonfarm,Delaware,10,JO,Job openings
2020,M10,10,4.9,R,Total nonfarm,Delaware,10,JO,Job openings
2019,M10,10,1.4,R,Total nonfarm,Delaware,10,LD,Layoffs and discharges
2020,M10,10,1.1,R,Total nonfarm,Delaware,10,LD,Layoffs and discharges
2019,M10,10,3.1,R,Total nonfarm,Delaware,10,QU,Quits
2020,M10,10,3.3,R,Total nonfarm,Delaware,10,QU,Quits
2019,M10,10,4.7,R,Total nonfarm,Delaware,10,TS,Total separations
2020,M10,10,4.6,R,Total nonfarm,Delaware,10,TS,Total separations
2019,M10,10,3.0,R,Total nonfarm,District of Columbia,11,HI,Hires
2020,M10,10,2.4,R,Total nonfarm,District of Columbia,11,HI,Hires
2019,M10,10,4.4,R,Total nonfarm,District of Columbia,11,JO,Job openings
2020,M10,10,3.8,R,Total nonfarm,District of Columbia,11,JO,Job openings
2019,M10,10,0.9,R,Total nonfarm,District of Columbia,11,LD,Layoffs and discharges
2020,M10,10,0.8,R,Total nonfarm,District of Columbia,11,LD,Layoffs and discharges
2019,M10,10,1.9,R,Total nonfarm,District of Columbia,11,QU,Quits
2020,M10,10,1.9,R,Total nonfarm,District of Columbia,11,QU,Quits
2019,M10,10,3.0,R,Total nonfarm,District of Columbia,11,TS,Total separations
2020,M10,10,3.0,R,Total nonfarm,District of Columbia,11,TS,Total separations
2019,M10,10,3.5,R,Total nonfarm,District of Columbia,11,HI,Hires
2020,M10,10,2.9,R,Total nonfarm,District of Columbia,11,HI,Hires
2019,M10,10,4.8,R,Total nonfarm,District of Columbia,11,JO,Job openings
2020,M10,10,4.0,R,Total nonfarm,District of Columbia,11,JO,Job openings
2019,M10,10,0.8,R,Total nonfarm,District of Columbia,11,LD,Layoffs and discharges
2020,M10,10,0.7,R,Total nonfarm,District of Columbia,11,LD,Layoffs and discharges
2019,M10,10,1.9,R,Total nonfarm,District of Columbia,11,QU,Quits
2020,M10,10,2.1,R,Total nonfarm,District of Columbia,11,QU,Quits
2019,M10,10,3.0,R,Total nonfarm,District of Columbia,11,TS,Total separations
2020,M10,10,3.0,R,Total nonfarm,District of Columbia,11,TS,Total separations
2019,M10,10,4.1,R,Total nonfarm,Florida,12,HI,Hires
2020,M10,10,4.1,R,Total nonfarm,Florida,12,HI,Hires
2019,M10,10,4.5,R,Total nonfarm,Florida,12,JO,Job openings
2020,M10,10,4.5,R,Total nonfarm,Florida,12,JO,Job openings
2019,M10,10,1.0,R,Total nonfarm,Florida,12,LD,Layoffs and discharges
2020,M10,10,1.2,R,Total nonfarm,Florida,12,LD,Layoffs and discharges
2019,M10,10,2.3,R,Total nonfarm,Florida,12,QU,Quits
2020,M10,10,3.1,R,Total nonfarm,Florida,12,QU,Quits
2019,M10,10,3.5,R,Total nonfarm,Florida,12,TS,Total separations
2020,M10,10,4.5,R,Total nonfarm,Florida,12,TS,Total separations
2019,M10,10,4.5,R,Total nonfarm,Florida,12,HI,Hires
2020,M10,10,4.6,R,Total nonfarm,Florida,12,HI,Hires
2019,M10,10,4.6,R,Total nonfarm,Florida,12,JO,Job openings
2020,M10,10,4.7,R,Total nonfarm,Florida,12,JO,Job openings
2019,M10,10,0.8,R,Total nonfarm,Florida,12,LD,Layoffs and discharges
2020,M10,10,1.1,R,Total nonfarm,Florida,12,LD,Layoffs and discharges
2019,M10,10,2.2,R,Total nonfarm,Florida,12,QU,Quits
2020,M10,10,3.0,R,Total nonfarm,Florida,12,QU,Quits
2019,M10,10,3.2,R,Total nonfarm,Florida,12,TS,Total separations
2020,M10,10,4.3,R,Total nonfarm,Florida,12,TS,Total separations
2019,M10,10,4.2,R,Total nonfarm,Georgia,13,HI,Hires
2020,M10,10,4.9,R,Total nonfarm,Georgia,13,HI,Hires
2019,M10,10,5.0,R,Total nonfarm,Georgia,13,JO,Job openings
2020,M10,10,5.4,R,Total nonfarm,Georgia,13,JO,Job openings
2019,M10,10,1.1,R,Total nonfarm,Georgia,13,LD,Layoffs and discharges
2020,M10,10,0.9,R,Total nonfarm,Georgia,13,LD,Layoffs and discharges
2019,M10,10,2.6,R,Total nonfarm,Georgia,13,QU,Quits
2020,M10,10,2.8,R,Total nonfarm,Georgia,13,QU,Quits
2019,M10,10,3.9,R,Total nonfarm,Georgia,13,TS,Total separations
2020,M10,10,4.0,R,Total nonfarm,Georgia,13,TS,Total separations
2019,M10,10,4.3,R,Total nonfarm,Georgia,13,HI,Hires
2020,M10,10,5.2,R,Total nonfarm,Georgia,13,HI,Hires
2019,M10,10,5.1,R,Total nonfarm,Georgia,13,JO,Job openings
2020,M10,10,5.4,R,Total nonfarm,Georgia,13,JO,Job openings
2019,M10,10,1.3,R,Total nonfarm,Georgia,13,LD,Layoffs and discharges
2020,M10,10,1.0,R,Total nonfarm,Georgia,13,LD,Layoffs and discharges
2019,M10,10,2.7,R,Total nonfarm,Georgia,13,QU,Quits
2020,M10,10,2.8,R,Total nonfarm,Georgia,13,QU,Quits
2019,M10,10,4.2,R,Total nonfarm,Georgia,13,TS,Total separations
2020,M10,10,4.0,R,Total nonfarm,Georgia,13,TS,Total separations
2019,M10,10,3.5,R,Total nonfarm,Hawaii,15,HI,Hires
2020,M10,10,6.7,R,Total nonfarm,Hawaii,15,HI,Hires
2019,M10,10,4.5,R,Total nonfarm,Hawaii,15,JO,Job openings
2020,M10,10,5.4,R,Total nonfarm,Hawaii,15,JO,Job openings
2019,M10,10,1.1,R,Total nonfarm,Hawaii,15,LD,Layoffs and discharges
2020,M10,10,1.1,R,Total nonfarm,Hawaii,15,LD,Layoffs and discharges
2019,M10,10,2.6,R,Total nonfarm,Hawaii,15,QU,Quits
2020,M10,10,2.1,R,Total nonfarm,Hawaii,15,QU,Quits
2019,M10,10,3.8,R,Total nonfarm,Hawaii,15,TS,Total separations
2020,M10,10,3.4,R,Total nonfarm,Hawaii,15,TS,Total separations
